;Код ОВД     ;Год         ;Номер документа      ;Номер престу;Дата пос тановки  в ИЦ     ;Текст решения                                                                                                                                      ;Дата решения            ;Фамилия сл-ля                                            ;Шифр докумен;Дата соз дания за писи     ;Код принятого решения      ;Кто приня л решение (код)     
900;1;2014;1267501;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
901;1;2014;1268701;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
902;1;2014;1269001;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
903;1;2014;1269101;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
904;1;2014;1269201;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
905;1;2014;1269301;1;21.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
906;1;2014;1269901;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
907;1;2014;1270001;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
908;1;2014;1270501;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
909;1;2014;1270601;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
910;1;2014;1270701;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
911;1;2014;1270801;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
912;1;2014;1271401;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
913;1;2014;1271501;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
914;1;2014;1272401;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
915;1;2014;1273101;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
916;1;2014;1273301;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
917;1;2014;1274301;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
918;1;2014;1274401;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
919;1;2014;1274801;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
920;1;2014;1275101;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
921;1;2014;1275301;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
922;1;2014;1275401;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
923;1;2014;1275601;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
924;1;2014;1275801;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
925;1;2014;1276401;1;21.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
926;1;2014;1276901;1;21.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
927;1;2014;1277301;1;20.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
928;1;2014;1277401;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
929;1;2014;1277501;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
930;1;2014;1279001;1;23.05.2016;Возобн.приост.ст208ч.1п.1                         ;03.05.2016;ОСИПОВА             ;3;23.05.2016;174;5
931;1;2014;1280001;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
932;1;2014;1280101;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
933;1;2014;1280901;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
934;1;2014;1281901;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
935;1;2014;1282001;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
936;1;2014;1282601;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
937;1;2014;1283101;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
938;1;2014;1284201;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
939;1;2014;1284301;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
940;1;2014;1284401;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
941;1;2014;1284701;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
942;1;2014;1284801;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
943;1;2014;1285301;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
944;1;2014;1285501;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
945;1;2014;1287401;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
946;1;2014;1287501;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
947;1;2014;1289001;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
948;1;2014;1289101;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
949;1;2014;1289201;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
950;1;2014;1289301;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
951;1;2014;1289401;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
952;1;2014;1289501;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
953;1;2014;1289601;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
954;1;2014;1289701;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
955;1;2014;1290301;1;28.01.2016;Возобн.приост.ст208ч.1п.1                         ;25.01.2016;ЧЕРЕПАНОВА          ;3;28.01.2016;174;5
956;1;2014;1290401;1;10.02.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;24.02.2016;174;5
957;1;2014;1290401;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;29.02.2016;174;5
958;1;2014;1290701;1;21.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
959;1;2014;1290801;1;21.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
960;1;2014;1290901;1;28.01.2016;Возобн.приост.ст208ч.1п.1                         ;25.01.2016;ЧЕРЕПАНОВА          ;3;28.01.2016;174;5
961;1;2014;1291601;1;28.01.2016;Возобн.приост.ст208ч.1п.1                         ;25.01.2016;ЧЕРЕПАНОВА          ;3;28.01.2016;174;5
962;1;2014;1293001;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
963;1;2014;1293101;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
964;1;2014;1293601;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
965;1;2014;1293701;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
966;1;2014;1293801;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;22.01.2016;ЧЕРЕПАНОВА          ;3;25.01.2016;174;5
967;1;2014;1293901;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;26.02.2016;ЧЕРЕПАНОВА          ;3;02.03.2016;174;5
968;1;2014;1294401;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
969;1;2014;1294801;1;28.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;ЧЕРЕПАНОВА          ;3;28.01.2016;174;5
970;1;2014;1295101;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
971;1;2014;1295301;1;06.04.2016;Возобн.приост.ст208ч.1п.1                         ;03.04.2016;ОСИПОВА             ;3;07.04.2016;174;5
